modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score,rank,start_position,end_position,readable_evidence,start_s,end_s,representative_time_s,frame_path,duration_s,evidence_semantics,display_eligible,timestamp_status,display_reason,final_display_rank
A,4,7,10,8|9|10|11,17,17,missing,0.9045658111572266,1.1899830091238024,-0.0041106343269348,0.0278922421932223,0.0,0.0046487070322037,0.0349027386193167,1,8,11,,3.08,5.08,4.08,,2.0,missing_aware_local_sensitivity,True,PASS,,1.0
A,3,17,19,18|19|20,17,17,missing,0.9001398682594299,1.136926139974594,0.0003153085708618,0.0251646269559859,0.0003153085708618,0.0045094130635261,0.0338569121246976,2,18,20,,7.6,8.22,7.91,,0.620000000000001,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,0,3,1|2|3|4,17,17,missing,0.8996445536613464,1.174233192706108,0.0008106231689453,0.012142425775528,0.0008106231689453,0.0028343607981999,0.0212805309964899,3,1,4,,0.0,2.12,1.06,,2.12,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,9,12,10|11|12|13,17,17,missing,0.8388097286224365,0.8865994798183442,0.0616454482078552,0.2754912871122358,0.0616454482078552,0.1075606627265612,0.0400783732136674,1,10,13,"simple , easy and",4.44,6.6,5.52,,2.1599999999999993,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,12,15,13|14|15|16,17,17,missing,0.8577104210853577,0.99491313996315,0.042744755744934,0.16717762696743,0.042744755744934,0.070607693572839,0.0263092604957491,2,13,16,and will make people,6.58,7.34,6.96,,0.7599999999999998,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,6,9,7|8|9|10,17,17,missing,0.8651525378227234,1.0248290481805804,0.0353026390075683,0.1372617187499996,0.0353026390075683,0.0581795921325682,0.0216784031243442,3,7,10,your presentations is simple,2.94,4.76,3.85,,1.8199999999999998,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,19,22,20|21|22|23,17,17,missing,0.8727318644523621,1.0530733723878862,0.0277233123779296,0.1090173945426937,0.0277233123779296,0.0458928781350453,0.0171002283838801,4,20,23,into a design guru,7.98,8.79,8.385,,0.8099999999999987,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,15,18,16|17|18|19,17,17,missing,0.8728165030479431,1.109209831380844,0.0276386737823486,0.0528809355497359,0.0276386737823486,0.0364521630406379,0.013582506445708,5,16,19,people think you turned,7.08,7.98,7.53,,0.9000000000000004,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,16,19,17|18|19|20,17,17,missing,0.9025603532791138,1.196494270825386,-0.002105176448822,0.034403503894806,0.0,0.005733917315801,0.024844879269452,1,17,20,,7.34,8.22,7.78,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank01.png,0.8800000000000008,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,10,13,11|12|13|14,17,17,missing,0.9023218154907228,1.1959662552118302,-0.0018666386604309,0.0338754882812502,0.0,0.0056459147135417,0.024463566824903,2,11,14,,4.76,6.9,5.83,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank02.png,2.1400000000000006,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,19,22,20|21|22|23,17,17,missing,0.9011058807373048,1.193854622387886,-0.0006507039070129,0.031763855457306,0.0,0.005293975909551,0.02293862730907,3,20,23,,7.98,8.79,8.385,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank03.png,0.8099999999999987,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,12,15,13|14|15|16,18,18,missing,0.5500490069389343,-0.3881526827871799,0.0112042427062988,0.0207432480454444,0.0112042427062988,0.0146614507138729,0.030084702598589,1,13,16,,3.94,6.47,5.205,,2.53,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,3,6,4|5|6|7,18,18,missing,0.5505023002624512,-0.3925081134498119,0.0107509493827819,0.0163878173828125,0.0107509493827819,0.0134822522799174,0.0276650352080555,2,4,7,,0.8,1.92,1.36,,1.1199999999999999,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,0,3,1|2|3|4,18,18,missing,0.5571234822273254,-0.3932340275108814,0.0041297674179077,0.0156619033217429,0.0041297674179077,0.0067400846381982,0.0138303804846299,3,1,4,,0.0,1.1,0.55,,1.1,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,24,27,29|30|31|32,18,18,missing,0.3339556455612182,-0.1554676757067442,0.2272976040840149,0.2534282551258802,0.2272976040840149,0.2695356466049949,0.0602256424858955,1,29,32,denied msc certification based,8.96,11.3,10.13,,2.34,missing_aware_local_sensitivity,True,PASS,,1.0
T,1,24,24,29,18,18,missing,0.3834763765335083,-0.1716905284881591,0.1777768731117248,0.2372054023444652,0.1777768731117248,0.2173111068358024,0.0485564755287724,2,29,29,denied,8.96,9.36,9.16,,0.3999999999999986,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,21,24,26|27|28|29,18,18,missing,0.397288054227829,-0.1881993270725011,0.1639651954174041,0.2206966037601232,0.1639651954174041,0.200747962710758,0.0448555698820356,3,26,29,fishery has been denied,8.14,9.36,8.75,,1.2199999999999989,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,33,36,38|39|40|41,18,18,missing,0.4992850422859192,-0.3303224064171314,0.0619682073593139,0.078573524415493,0.0619682073593139,0.0750637947618961,0.0167724207313839,4,38,41,fishery has failed to,12.16,13.2,12.68,,1.0399999999999991,missing_aware_local_sensitivity,True,PASS,,4.0
T,2,27,28,32|33,18,18,missing,0.5071688890457153,-0.3123068004608154,0.0540843605995178,0.096589130371809,0.0540843605995178,0.0701825489948193,0.0156817443545981,5,32,33,based on,10.900000000000002,11.54,11.22,,0.639999999999997,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,41,44,42|43|44|45,18,18,missing,0.5539535880088806,-0.4138232799530029,0.0072996616363525,0.0049273491203785,0.0072996616363525,0.0081208864897489,0.0174063456185228,1,42,45,,13.2,14.76,13.98,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank01.png,1.5600000000000005,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,32,35,33|34|35|36,18,18,missing,0.5544207692146301,-0.4041885524153709,0.006832480430603,0.0047073784172534,0.006832480430603,0.0076170435001452,0.016326406226982,2,33,36,,11.3,12.04,11.67,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank02.png,0.7399999999999984,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,44,47,45|46|47|48,18,18,missing,0.5551323890686035,-0.4118435436248779,0.0061208605766296,0.0029476127922534,0.0061208605766296,0.0066121293753385,0.0141724686494279,3,45,48,,13.98,15.22,14.6,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank03.png,1.2400000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,6,9,7|8|9|10,19,19,missing,0.4223382472991943,0.3375526316702366,0.0057658553123474,0.0328636284172534,0.0057658553123474,0.0112431267152229,0.0283094626020218,1,7,10,,2.66,3.68,3.17,,1.02,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,14,17,15|16|17|18,19,19,missing,0.4494549334049225,0.4269927141904831,-0.0213508307933807,0.056576454102993,0.0,0.0094294090171655,0.0237426392757078,2,15,18,,5.3,6.74,6.02,,1.4400000000000004,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,21,24,22|23|24|25,19,19,missing,0.4239799678325653,0.3437118382096291,0.0041241347789764,0.026704421877861,0.0041241347789764,0.0085748717586199,0.0215909699780493,3,22,25,,7.78,9.12,8.45,,1.339999999999999,missing_aware_local_sensitivity,True,PASS,,3.0
T,2,1,2,2|3,19,19,missing,0.2601853907108307,-0.0536789952240884,0.167918711900711,0.4240952553115785,0.167918711900711,0.2386012544526408,0.0289686363083622,1,2,3,are surprisingly,0.64,1.52,1.08,,0.88,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,29,32,33|34|35|36,19,19,missing,0.2707839012145996,-0.0219887785645201,0.1573202013969421,0.3924050386520102,0.1573202013969421,0.2227210411722772,0.0270406157534267,2,33,36,for the most part,11.32,11.86,11.59,,0.5399999999999991,missing_aware_local_sensitivity,True,PASS,,2.0
T,3,16,18,19|20|21,19,19,missing,0.2934450805187225,0.0160695909574628,0.1346590220928192,0.3543466691300273,0.1346590220928192,0.1937168002811571,0.0235192038157466,3,19,21,out there love,6.74,7.78,7.26,,1.04,missing_aware_local_sensitivity,True,PASS,,3.0
T,1,31,31,35,19,19,missing,0.3208905458450317,0.1416687339633703,0.10721355676651,0.2287475261241197,0.10721355676651,0.1453381444538633,0.0176455394506396,4,35,35,most,11.56,11.72,11.64,,0.16000000000000014,missing_aware_local_sensitivity,True,PASS,,4.0
T,3,14,16,16|17|18|19,19,19,missing,0.3384328186511993,0.161576096022129,0.0896712839603424,0.208840164065361,0.0896712839603424,0.1244779779712359,0.0151129015667635,5,16,19,some haters out,5.88,6.9,6.390000000000001,,1.0200000000000005,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,33,36,34|35|36|37,19,19,missing,0.4566663801670074,0.4113748211205006,-0.0285622775554656,0.0409585610330104,0.0,0.006826426838835,0.0273545110530837,1,34,37,,11.44,12.0,11.72,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank01.png,0.5600000000000005,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,30,33,31|32|33|34,19,19,missing,0.4565796852111816,0.4066674158513546,-0.0284755825996398,0.0362511557638645,0.0,0.0060418592939774,0.0242106318195721,2,31,34,,11.26,11.56,11.41,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank02.png,0.3000000000000007,missing_aware_local_sensitivity,True,PASS,,2.0
V,3,36,38,37|38|39,19,19,missing,0.443049281835556,0.3980445750296116,-0.0149451792240142,0.0276283149421214,0.0,0.0046047191570202,0.0184517968259001,3,37,39,,11.86,12.92,12.39,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank03.png,1.0600000000000005,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,38,41,39|40|41|42,20,20,missing,0.7203392386436462,0.8245677415370941,0.0008826255798339,0.0211171875,0.0008826255798339,0.0044021568298339,0.0287627001386043,1,39,42,,9.1,9.59,9.345,,0.4900000000000002,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,35,38,36|37|38|39,20,20,missing,0.7198626399040222,0.8298030550122262,0.001359224319458,0.0158818740248679,0.001359224319458,0.0040062033236026,0.0261756292075148,2,36,39,,8.64,9.2,8.92,,0.5599999999999987,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,25,28,26|27|28|29,20,20,missing,0.7339794635772705,0.8642504886031152,-0.0127575993537902,0.018565559566021,0.0,0.0030942599276701,0.0202171966812533,3,26,29,,6.34,7.58,6.96,,1.2400000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,15,18,16|17|18|19,20,20,missing,0.6502737998962402,0.7445423889994621,0.0709480643272399,0.101142540037632,0.0709480643272399,0.0878051543335119,0.0249962295665161,1,16,19,"more , and we",3.44,4.713333333333333,4.076666666666666,,1.273333333333333,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,18,21,19|20|21|22,20,20,missing,0.6764956116676331,0.8035385745406152,0.0447262525558471,0.0421463544964789,0.0447262525558471,0.0517506449719269,0.014732290054638,2,19,22,we ' ll have,4.64,5.08,4.859999999999999,,0.4400000000000004,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,0,3,1|2|3|4,20,20,missing,0.6836036443710327,0.7969394534468651,0.0376182198524475,0.048745475590229,0.0376182198524475,0.0457424657841523,0.0130218913041963,3,1,4,"and of course ,",0.0,0.98,0.49,,0.98,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,39,42,40|41|42|43,20,20,missing,0.6859980225563049,0.7890204544305802,0.0352238416671752,0.0566644746065139,0.0352238416671752,0.0446679207682609,0.0127159915640199,4,40,43,the day today .,9.2,9.72,9.46,,0.5200000000000014,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,23,26,24|25|26|27,20,20,missing,0.687106192111969,0.8048144153594972,0.0341156721115112,0.0408705136775969,0.0341156721115112,0.0409274243911107,0.0116511530947333,5,24,27,live updates and a,5.44,6.84,6.140000000000001,,1.3999999999999995,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,11,14,12|13|14|15,20,20,missing,0.7129342555999756,0.8023067171216012,0.0082876086235046,0.0433782119154929,0.0082876086235046,0.0155173106094201,0.0189315418388457,1,12,15,,2.48,3.44,2.96,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank01.png,0.96,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,6,9,7|8|9|10,20,20,missing,0.7127071022987366,0.8042864534497262,0.0085147619247436,0.0413984755873679,0.0085147619247436,0.0154145078559716,0.0188061196779413,2,7,10,,1.58,2.22,1.9,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank02.png,0.6400000000000001,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,14,17,15|16|17|18,20,20,missing,0.7135127782821655,0.8048583450555802,0.0077090859413146,0.0408265839815139,0.0077090859413146,0.0145135166049003,0.0177068857967986,3,15,18,,3.16,4.64,3.9,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank03.png,1.4799999999999995,missing_aware_local_sensitivity,True,PASS,,3.0
